timestamp,cell,variable,source,value
2024-01-15,cell-04,temperature,GeoSphere,11.158437112373276
2024-01-15,cell-04,precipitation,GeoSphere,6.939827699093751
2024-01-15,cell-05,temperature,ERA5,9.470672043090202
2024-01-15,cell-05,precipitation,ERA5,1.8630762653156383
2024-01-15,cell-05,temperature,IMGW,11.042843914462955
2024-01-15,cell-05,precipitation,IMGW,0.6546092565427553
2024-01-15,cell-05,temperature,DWD,10.323154758762827
2024-01-15,cell-05,precipitation,DWD,0.9924675703698826
2024-01-15,cell-05,temperature,GeoSphere,10.287817217042885
2024-01-15,cell-05,precipitation,GeoSphere,1.5690103324339817
2024-01-15,cell-06,temperature,ERA5,10.420612248819962
2024-01-15,cell-06,precipitation,ERA5,2.068254289603681
2024-01-15,cell-06,temperature,IMGW,10.035261480643
2024-01-15,cell-06,precipitation,IMGW,4.868988012346251
2024-01-15,cell-06,temperature,DWD,9.311530932788955
2024-01-15,cell-06,precipitation,DWD,4.0671302424930085
2024-01-15,cell-06,temperature,GeoSphere,9.935428635226398
2024-01-15,cell-06,precipitation,GeoSphere,4.629268505413884
2024-01-15,cell-07,temperature,ERA5,12.239233367437471
2024-01-15,cell-07,precipitation,ERA5,3.440790609611331
2024-01-15,cell-07,temperature,IMGW,11.046104319462001
2024-01-15,cell-07,precipitation,IMGW,2.6966578453990744
2024-01-15,cell-07,temperature,DWD,11.162331318765768
2024-01-15,cell-07,precipitation,DWD,3.183183934883482
2024-01-15,cell-07,temperature,GeoSphere,10.632599989259615
2024-01-15,cell-07,precipitation,GeoSphere,3.521869505597575
2024-01-16,cell-00,temperature,ERA5,9.91530318201858
2024-01-16,cell-00,precipitation,ERA5,1.6878642457729964
2024-01-16,cell-00,temperature,IMGW,9.525372479013475
2024-01-16,cell-00,precipitation,IMGW,3.415987950172569
2024-01-16,cell-00,temperature,DWD,8.767600128657271
2024-01-16,cell-00,precipitation,DWD,2.5204890466249923
2024-01-16,cell-00,temperature,GeoSphere,9.857982766296317
2024-01-16,cell-00,precipitation,GeoSphere,3.1683216793164384
2024-01-16,cell-01,temperature,ERA5,10.727494589020226
2024-01-16,cell-01,precipitation,ERA5,12.571338912547729
2024-01-16,cell-01,temperature,IMGW,10.064345559002463
2024-01-16,cell-01,precipitation,IMGW,9.582832418061063
2024-01-16,cell-01,temperature,DWD,10.149596121625155
2024-01-16,cell-01,precipitation,DWD,10.291163452745682
2024-01-16,cell-01,temperature,GeoSphere,9.899715533299101
2024-01-16,cell-01,precipitation,GeoSphere,9.504821487882715
2024-01-16,cell-02,temperature,ERA5,11.454796646713062
2024-01-16,cell-02,precipitation,ERA5,3.2962766918155904
2024-01-16,cell-02,temperature,IMGW,10.60828937170419
2024-01-16,cell-02,precipitation,IMGW,3.593757407773763
2024-01-16,cell-02,temperature,DWD,10.107283156350231
2024-01-16,cell-02,precipitation,DWD,3.5108209301793774
2024-01-16,cell-02,temperature,GeoSphere,11.38636477716939
2024-01-16,cell-02,precipitation,GeoSphere,3.546919712563393
2024-01-16,cell-03,temperature,ERA5,10.337154904325558
2024-01-16,cell-03,precipitation,ERA5,1.1751113853153634
2024-01-16,cell-03,temperature,IMGW,10.718755221486441
2024-01-16,cell-03,precipitation,IMGW,0.45187225803286746
2024-01-16,cell-03,temperature,DWD,10.503930662700862
2024-01-16,cell-03,precipitation,DWD,1.2652940022265278
2024-01-16,cell-03,temperature,GeoSphere,10.445470803620857
2024-01-16,cell-03,precipitation,GeoSphere,0.839103551493359
2024-01-16,cell-04,temperature,ERA5,10.038608674917397
2024-01-16,cell-04,precipitation,ERA5,7.587438022986893
2024-01-16,cell-04,temperature,IMGW,11.03514131423748
2024-01-16,cell-04,precipitation,IMGW,5.848329873104532
2024-01-16,cell-04,temperature,DWD,10.714695194863411
2024-01-16,cell-04,precipitation,DWD,6.963496303544076
2024-01-16,cell-04,temperature,GeoSphere,11.034507883235996
2024-01-16,cell-04,precipitation,GeoSphere,6.843404969840851
2024-01-16,cell-05,temperature,ERA5,9.132133629224002
2024-01-16,cell-05,precipitation,ERA5,7.676875098960947
2024-01-16,cell-05,temperature,IMGW,10.779858938165205
2024-01-16,cell-05,precipitation,IMGW,6.888915583315026
2024-01-16,cell-05,temperature,DWD,10.728683419564094
2024-01-16,cell-05,precipitation,DWD,8.526948684520114
2024-01-16,cell-05,temperature,GeoSphere,10.382823562538361
2024-01-16,cell-05,precipitation,GeoSphere,8.047498286433594
2024-01-16,cell-06,temperature,ERA5,10.581645787281335
2024-01-16,cell-06,precipitation,ERA5,1.674348514746943
2024-01-16,cell-06,temperature,IMGW,10.035821123929626
2024-01-16,cell-06,precipitation,IMGW,2.172631933404565
2024-01-16,cell-06,temperature,DWD,10.845236726561295
2024-01-16,cell-06,precipitation,DWD,1.10710735331225
2024-01-16,cell-06,temperature,GeoSphere,10.953016044153982
2024-01-16,cell-06,precipitation,GeoSphere,0.4352511715845193
2024-01-16,cell-07,temperature,ERA5,11.214403064436276
2024-01-16,cell-07,precipitation,ERA5,1.318813082062106
2024-01-16,cell-07,temperature,IMGW,11.661847458815204
2024-01-16,cell-07,precipitation,IMGW,1.8721481120904548
2024-01-16,cell-07,temperature,DWD,11.462091063654904
2024-01-16,cell-07,precipitation,DWD,1.7770019997903466
2024-01-16,cell-07,temperature,GeoSphere,11.528995142373171
2024-01-16,cell-07,precipitation,GeoSphere,1.5335979976921121
2024-01-17,cell-00,temperature,ERA5,12.048681317882032
2024-01-17,cell-00,precipitation,ERA5,8.324322336902942
2024-01-17,cell-00,temperature,IMGW,10.838109073749813
2024-01-17,cell-00,precipitation,IMGW,7.3337932851163865
2024-01-17,cell-00,temperature,DWD,10.223624315644111
2024-01-17,cell-00,precipitation,DWD,7.26367666873235
2024-01-17,cell-00,temperature,GeoSphere,10.548055097622065
2024-01-17,cell-00,precipitation,GeoSphere,8.066997945269781
2024-01-17,cell-01,temperature,ERA5,10.968717931467639
2024-01-17,cell-01,precipitation,ERA5,1.531898215101403
2024-01-17,cell-01,temperature,IMGW,10.518169508921016
2024-01-17,cell-01,precipitation,IMGW,0.6836941679116009
2024-01-17,cell-01,temperature,DWD,9.74482373781532
2024-01-17,cell-01,precipitation,DWD,0.4486079241780055
2024-01-17,cell-01,temperature,GeoSphere,9.548493911897038
2024-01-17,cell-01,precipitation,GeoSphere,0.9759179175022893
2024-01-17,cell-02,temperature,ERA5,9.68626099079221
2024-01-17,cell-02,precipitation,ERA5,2.638322987923816
2024-01-17,cell-02,temperature,IMGW,10.081166946068167
2024-01-17,cell-02,precipitation,IMGW,1.7178918243722285
2024-01-17,cell-02,temperature,DWD,9.71027744560208
2024-01-17,cell-02,precipitation,DWD,2.2889191428405815
2024-01-17,cell-02,temperature,GeoSphere,10.242286835272644
2024-01-17,cell-02,precipitation,GeoSphere,1.6903874078324042
2024-01-17,cell-03,temperature,ERA5,10.773269940949342
2024-01-17,cell-03,precipitation,ERA5,7.893183494363395
2024-01-17,cell-03,temperature,IMGW,11.21282236050569
2024-01-17,cell-03,precipitation,IMGW,8.018300730892996
2024-01-17,cell-03,temperature,DWD,10.72052761036386
2024-01-17,cell-03,precipitation,DWD,8.859764630085495
2024-01-17,cell-03,temperature,GeoSphere,10.915463302239498
2024-01-17,cell-03,precipitation,GeoSphere,9.29196033311038
2024-01-17,cell-04,temperature,ERA5,11.517779988101315
2024-01-17,cell-04,precipitation,ERA5,9.035075820857983
2024-01-17,cell-04,temperature,IMGW,10.400351926454208
2024-01-17,cell-04,precipitation,IMGW,9.83006404248218
2024-01-17,cell-04,temperature,DWD,10.937849250352034
2024-01-17,cell-04,precipitation,DWD,9.647354018224167
2024-01-17,cell-04,temperature,GeoSphere,10.20302614815737
2024-01-17,cell-04,precipitation,GeoSphere,8.889891416753485
2024-01-17,cell-05,temperature,ERA5,11.499558371411707
2024-01-17,cell-05,precipitation,ERA5,0.26230660446717013
2024-01-17,cell-05,temperature,IMGW,9.71411391936635
2024-01-17,cell-05,precipitation,IMGW,0.05946255951549623
2024-01-17,cell-05,temperature,DWD,10.411300173480077
2024-01-17,cell-05,precipitation,DWD,1.2623801878122176
2024-01-17,cell-05,temperature,GeoSphere,10.01456741539206
2024-01-17,cell-05,precipitation,GeoSphere,0.0
2024-01-17,cell-06,temperature,ERA5,11.649357522913174
2024-01-17,cell-06,precipitation,ERA5,4.061924452070688
2024-01-17,cell-06,temperature,IMGW,11.735921450959067
2024-01-17,cell-06,precipitation,IMGW,3.2097577918881286
2024-01-17,cell-06,temperature,DWD,11.582198141465522
2024-01-17,cell-06,precipitation,DWD,3.0184737588363806
2024-01-17,cell-06,temperature,GeoSphere,11.499657468523639
2024-01-17,cell-06,precipitation,GeoSphere,3.7679205681880403
2024-01-17,cell-07,temperature,ERA5,10.593842622640183
2024-01-17,cell-07,precipitation,ERA5,2.1615863675908367
2024-01-17,cell-07,temperature,IMGW,10.698853030951652
2024-01-17,cell-07,precipitation,IMGW,2.547378240294403
2024-01-17,cell-07,temperature,DWD,10.587918562146989
2024-01-17,cell-07,precipitation,DWD,2.7758281465386423
2024-01-17,cell-07,temperature,GeoSphere,10.641486439287366
2024-01-17,cell-07,precipitation,GeoSphere,2.0953662789409933
2024-01-18,cell-00,temperature,ERA5,10.006829376867369
2024-01-18,cell-00,precipitation,ERA5,7.668180576830645
2024-01-18,cell-00,temperature,IMGW,9.15157940958935
2024-01-18,cell-00,precipitation,IMGW,7.085609605565395
2024-01-18,cell-00,temperature,DWD,10.543586310752893
2024-01-18,cell-00,precipitation,DWD,7.22550633306923
2024-01-18,cell-00,temperature,GeoSphere,9.970263352805574
2024-01-18,cell-00,precipitation,GeoSphere,7.414359837281836
2024-01-18,cell-01,temperature,ERA5,10.765187418033127
2024-01-18,cell-01,precipitation,ERA5,0.0
2024-01-18,cell-01,temperature,IMGW,11.003308183715097
2024-01-18,cell-01,precipitation,IMGW,0.0
2024-01-18,cell-01,temperature,DWD,9.65141232132754
2024-01-18,cell-01,precipitation,DWD,0.0
2024-01-18,cell-01,temperature,GeoSphere,9.383621191367514
2024-01-18,cell-01,precipitation,GeoSphere,0.0
2024-01-18,cell-02,temperature,ERA5,11.370738098447235
2024-01-18,cell-02,precipitation,ERA5,1.503523981562014
2024-01-18,cell-02,temperature,IMGW,9.587822737720643
2024-01-18,cell-02,precipitation,IMGW,1.8863784318532564
2024-01-18,cell-02,temperature,DWD,10.486076284689386
2024-01-18,cell-02,precipitation,DWD,1.7515693476609866
2024-01-18,cell-02,temperature,GeoSphere,10.76466250944847
2024-01-18,cell-02,precipitation,GeoSphere,0.9611629524227733
2024-01-18,cell-03,temperature,ERA5,10.114352106032612
2024-01-18,cell-03,precipitation,ERA5,0.049916971563804036
2024-01-18,cell-03,temperature,IMGW,11.667675566091425
2024-01-18,cell-03,precipitation,IMGW,0.6336602874563824
2024-01-18,cell-03,temperature,DWD,11.20510101919777
2024-01-18,cell-03,precipitation,DWD,0.945632884466473
2024-01-18,cell-03,temperature,GeoSphere,10.971244008121227
2024-01-18,cell-03,precipitation,GeoSphere,1.5063573590718486
2024-01-18,cell-04,temperature,ERA5,11.300319888889984
2024-01-18,cell-04,precipitation,ERA5,0.6246480263244899
2024-01-18,cell-04,temperature,IMGW,10.165221965139708
2024-01-18,cell-04,precipitation,IMGW,0.0
2024-01-18,cell-04,temperature,DWD,10.438442793013095
2024-01-18,cell-04,precipitation,DWD,0.025955033541120054
2024-01-18,cell-04,temperature,GeoSphere,10.219198101565294
2024-01-18,cell-04,precipitation,GeoSphere,0.0
2024-01-18,cell-05,temperature,ERA5,10.928878135354628
2024-01-18,cell-05,precipitation,ERA5,4.507469663151639
2024-01-18,cell-05,temperature,IMGW,10.929624657928002
2024-01-18,cell-05,precipitation,IMGW,4.30118917033473
2024-01-18,cell-05,temperature,DWD,10.322263704353754
2024-01-18,cell-05,precipitation,DWD,4.330194874972438
2024-01-18,cell-05,temperature,GeoSphere,10.582425930803204
2024-01-18,cell-05,precipitation,GeoSphere,4.165299103543316
2024-01-18,cell-06,temperature,ERA5,11.39812260426726
2024-01-18,cell-06,precipitation,ERA5,4.50906666035015
2024-01-18,cell-06,temperature,IMGW,11.36839241619156
2024-01-18,cell-06,precipitation,IMGW,4.589892553632879
2024-01-18,cell-06,temperature,DWD,10.573029194000767
2024-01-18,cell-06,precipitation,DWD,4.015814226661269
2024-01-18,cell-06,temperature,GeoSphere,11.19296990069913
2024-01-18,cell-06,precipitation,GeoSphere,5.1519749543575175
2024-01-18,cell-07,temperature,ERA5,10.987072736421624
2024-01-18,cell-07,precipitation,ERA5,3.944810440657624
2024-01-18,cell-07,temperature,IMGW,10.65531192359654
2024-01-18,cell-07,precipitation,IMGW,3.2739767846315453
2024-01-18,cell-07,temperature,DWD,10.219219824547809
2024-01-18,cell-07,precipitation,DWD,2.2174565400243904
2024-01-18,cell-07,temperature,GeoSphere,11.244790560421267
2024-01-18,cell-07,precipitation,GeoSphere,2.8474308318171175
2024-01-19,cell-00,temperature,ERA5,10.180348498531838
2024-01-19,cell-00,precipitation,ERA5,0.0
2024-01-19,cell-00,temperature,IMGW,10.294531402791218
2024-01-19,cell-00,precipitation,IMGW,0.6327230089569882
2024-01-19,cell-00,temperature,DWD,10.105640379806951
2024-01-19,cell-00,precipitation,DWD,0.5531272739824344
2024-01-19,cell-00,temperature,GeoSphere,10.692894921467456
2024-01-19,cell-00,precipitation,GeoSphere,0.0
2024-01-19,cell-01,temperature,ERA5,9.629315227279468
2024-01-19,cell-01,precipitation,ERA5,6.046323675790868
2024-01-19,cell-01,temperature,IMGW,10.946710037700344
2024-01-19,cell-01,precipitation,IMGW,6.4968870811406365
2024-01-19,cell-01,temperature,DWD,10.32180366037136
2024-01-19,cell-01,precipitation,DWD,6.158601226563822
2024-01-19,cell-01,temperature,GeoSphere,10.207617247584498
2024-01-19,cell-01,precipitation,GeoSphere,6.3873174860881194
2024-01-19,cell-02,temperature,ERA5,10.253227254076352
2024-01-19,cell-02,precipitation,ERA5,2.912490798193697
2024-01-19,cell-02,temperature,IMGW,11.709671606963294
2024-01-19,cell-02,precipitation,IMGW,1.3462317100710615
2024-01-19,cell-02,temperature,DWD,10.50737813106362
2024-01-19,cell-02,precipitation,DWD,1.9934793173909497
2024-01-19,cell-02,temperature,GeoSphere,10.713386727054443
2024-01-19,cell-02,precipitation,GeoSphere,2.3677842478308904
2024-01-19,cell-03,temperature,ERA5,11.812653514871732
2024-01-19,cell-03,precipitation,ERA5,4.409165959226149
2024-01-19,cell-03,temperature,IMGW,11.563000446568926
2024-01-19,cell-03,precipitation,IMGW,6.615318247176745
2024-01-19,cell-03,temperature,DWD,11.15406470191333
2024-01-19,cell-03,precipitation,DWD,5.849096191215197
2024-01-19,cell-03,temperature,GeoSphere,10.56112697239249
2024-01-19,cell-03,precipitation,GeoSphere,6.504921976591241
2024-01-19,cell-04,temperature,ERA5,9.953647789779682
2024-01-19,cell-04,precipitation,ERA5,4.145482174857194
2024-01-19,cell-04,temperature,IMGW,10.954353758709704
2024-01-19,cell-04,precipitation,IMGW,3.0469649866931148
2024-01-19,cell-04,temperature,DWD,10.28615066269182
2024-01-19,cell-04,precipitation,DWD,3.460569344500048
2024-01-19,cell-04,temperature,GeoSphere,9.98368001133474
2024-01-19,cell-04,precipitation,GeoSphere,3.5162098961557464
2024-01-19,cell-05,temperature,ERA5,11.746227201240451
2024-01-19,cell-05,precipitation,ERA5,2.501732740028451
2024-01-19,cell-05,temperature,IMGW,10.558371981041159
2024-01-19,cell-05,precipitation,IMGW,2.2738909093567905
2024-01-19,cell-05,temperature,DWD,11.131536374563558
2024-01-19,cell-05,precipitation,DWD,2.870670876731399
2024-01-19,cell-05,temperature,GeoSphere,10.639488012520625
2024-01-19,cell-05,precipitation,GeoSphere,2.4495702537594055
2024-01-19,cell-06,temperature,ERA5,11.639680857269981
2024-01-19,cell-06,precipitation,ERA5,3.6924207540647704
2024-01-19,cell-06,temperature,IMGW,11.955793874306504
2024-01-19,cell-06,precipitation,IMGW,2.861586766274263
2024-01-19,cell-06,temperature,DWD,10.815081422612712
2024-01-19,cell-06,precipitation,DWD,4.415805171284163
2024-01-19,cell-06,temperature,GeoSphere,11.403741217787672
2024-01-19,cell-06,precipitation,GeoSphere,3.1246310540010835
2024-01-19,cell-07,temperature,ERA5,11.235099774878575
2024-01-19,cell-07,precipitation,ERA5,2.4576973670357773
2024-01-19,cell-07,temperature,IMGW,10.900021108158029
2024-01-19,cell-07,precipitation,IMGW,2.5024036279938837
2024-01-19,cell-07,temperature,DWD,11.546749293966355
2024-01-19,cell-07,precipitation,DWD,2.3643760231444966
2024-01-19,cell-07,temperature,GeoSphere,10.875522719846495
2024-01-19,cell-07,precipitation,GeoSphere,2.962122298149199
2024-01-20,cell-00,temperature,ERA5,9.596357527636915
2024-01-20,cell-00,precipitation,ERA5,0.25841112750867423
2024-01-20,cell-00,temperature,IMGW,10.206668100902254
2024-01-20,cell-00,precipitation,IMGW,1.7469116892628715
2024-01-20,cell-00,temperature,DWD,10.047966452634494
2024-01-20,cell-00,precipitation,DWD,1.4413870721731676
2024-01-20,cell-00,temperature,GeoSphere,10.167232482357711
2024-01-20,cell-00,precipitation,GeoSphere,1.220212974151763
2024-01-20,cell-01,temperature,ERA5,9.628465168916204
2024-01-20,cell-01,precipitation,ERA5,4.002726462108185
2024-01-20,cell-01,temperature,IMGW,10.287857533840686
2024-01-20,cell-01,precipitation,IMGW,4.449497606462525
2024-01-20,cell-01,temperature,DWD,10.494182736905632
2024-01-20,cell-01,precipitation,DWD,4.953596507906415
2024-01-20,cell-01,temperature,GeoSphere,11.352959020427834
2024-01-20,cell-01,precipitation,GeoSphere,4.252869000864146
2024-01-20,cell-02,temperature,ERA5,10.991536925259863
2024-01-20,cell-02,precipitation,ERA5,0.0
2024-01-20,cell-02,temperature,IMGW,10.84434471430372
2024-01-20,cell-02,precipitation,IMGW,1.6476075309072262
2024-01-20,cell-02,temperature,DWD,10.440910863159502
2024-01-20,cell-02,precipitation,DWD,0.7809123550591888
2024-01-20,cell-02,temperature,GeoSphere,11.089084510976162
2024-01-20,cell-02,precipitation,GeoSphere,0.5357526066423958
2024-01-20,cell-03,temperature,ERA5,11.004983455820753
2024-01-20,cell-03,precipitation,ERA5,1.7488966258134966
2024-01-20,cell-03,temperature,IMGW,10.561325141694041
2024-01-20,cell-03,precipitation,IMGW,2.4976690827988497
2024-01-20,cell-03,temperature,DWD,10.154261750176907
2024-01-20,cell-03,precipitation,DWD,2.737866589975939
2024-01-20,cell-03,temperature,GeoSphere,10.19157485215526
2024-01-20,cell-03,precipitation,GeoSphere,1.8396042145943228
2024-01-20,cell-04,temperature,ERA5,10.992132230584076
2024-01-20,cell-04,precipitation,ERA5,5.827495660124528
2024-01-20,cell-04,temperature,IMGW,11.482786996494145
2024-01-20,cell-04,precipitation,IMGW,6.21447851394121
2024-01-20,cell-04,temperature,DWD,11.27167204529078
2024-01-20,cell-04,precipitation,DWD,6.228424479112339
2024-01-20,cell-04,temperature,GeoSphere,11.322014328971925
2024-01-20,cell-04,precipitation,GeoSphere,5.4640117936216255
2024-01-20,cell-05,temperature,ERA5,11.172374400913853
2024-01-20,cell-05,precipitation,ERA5,4.672632178658281
2024-01-20,cell-05,temperature,IMGW,11.190125655173627
2024-01-20,cell-05,precipitation,IMGW,5.086662464965291
2024-01-20,cell-05,temperature,DWD,11.512673266155517
2024-01-20,cell-05,precipitation,DWD,5.603702291647168
2024-01-20,cell-05,temperature,GeoSphere,10.597100280419044
2024-01-20,cell-05,precipitation,GeoSphere,5.669449280591165
2024-01-20,cell-06,temperature,ERA5,11.104321437769551
2024-01-20,cell-06,precipitation,ERA5,2.2056874071530586
2024-01-20,cell-06,temperature,IMGW,10.96415323598878
2024-01-20,cell-06,precipitation,IMGW,0.951696568537149
2024-01-20,cell-06,temperature,DWD,10.8942274478523
2024-01-20,cell-06,precipitation,DWD,1.0592977982848795
2024-01-20,cell-06,temperature,GeoSphere,11.641650051702307
2024-01-20,cell-06,precipitation,GeoSphere,1.6390912451397563
2024-01-20,cell-07,temperature,ERA5,12.146648855411701
2024-01-20,cell-07,precipitation,ERA5,11.765520959557543
2024-01-20,cell-07,temperature,IMGW,11.639834051549657
2024-01-20,cell-07,precipitation,IMGW,12.367555863896015
2024-01-20,cell-07,temperature,DWD,11.430872216700568
2024-01-20,cell-07,precipitation,DWD,12.238157608087427
2024-01-20,cell-07,temperature,GeoSphere,11.846048358811268
2024-01-20,cell-07,precipitation,GeoSphere,12.101407666975701
2024-01-21,cell-00,temperature,ERA5,10.487685795859463
2024-01-21,cell-00,precipitation,ERA5,1.000074642667494
2024-01-21,cell-00,temperature,IMGW,10.112949215199905
2024-01-21,cell-00,precipitation,IMGW,1.7636092319123489
2024-01-21,cell-00,temperature,DWD,10.87291092726734
2024-01-21,cell-00,precipitation,DWD,1.0237167003102035
2024-01-21,cell-00,temperature,GeoSphere,10.069300720450086
2024-01-21,cell-00,precipitation,GeoSphere,0.9548055413589497
2024-01-21,cell-01,temperature,ERA5,10.630409462972372
2024-01-21,cell-01,precipitation,ERA5,5.711754933987506
2024-01-21,cell-01,temperature,IMGW,10.02500769649173
2024-01-21,cell-01,precipitation,IMGW,8.172761653290026
2024-01-21,cell-01,temperature,DWD,10.692883380058447
2024-01-21,cell-01,precipitation,DWD,8.39907793665616
2024-01-21,cell-01,temperature,GeoSphere,9.76340914710359
2024-01-21,cell-01,precipitation,GeoSphere,7.9713002304528064
2024-01-21,cell-02,temperature,ERA5,11.353760899355876
2024-01-21,cell-02,precipitation,ERA5,0.055622659632135474
2024-01-21,cell-02,temperature,IMGW,10.284898598294898
2024-01-21,cell-02,precipitation,IMGW,0.03717682545364609
2024-01-21,cell-02,temperature,DWD,10.76120643986612
2024-01-21,cell-02,precipitation,DWD,0.1922745837203198
2024-01-21,cell-02,temperature,GeoSphere,10.761644198793853
2024-01-21,cell-02,precipitation,GeoSphere,0.00594446630863385
2024-01-21,cell-03,temperature,ERA5,10.878447237250196
2024-01-21,cell-03,precipitation,ERA5,3.8247033785201348
2024-01-21,cell-03,temperature,IMGW,10.226352670331323
2024-01-21,cell-03,precipitation,IMGW,3.8939540640656745
2024-01-21,cell-03,temperature,DWD,10.844521956696362
2024-01-21,cell-03,precipitation,DWD,3.7014315073899033
2024-01-21,cell-03,temperature,GeoSphere,11.309798077575294
2024-01-21,cell-03,precipitation,GeoSphere,2.6361206684660337
2024-01-21,cell-04,temperature,ERA5,11.048508536261759
2024-01-21,cell-04,precipitation,ERA5,2.8269897047069557
2024-01-21,cell-04,temperature,IMGW,11.053634992882975
2024-01-21,cell-04,precipitation,IMGW,3.6458554360072726
2024-01-21,cell-04,temperature,DWD,10.807287326070036
2024-01-21,cell-04,precipitation,DWD,3.052489843159865
2024-01-21,cell-04,temperature,GeoSphere,9.93697155589353
2024-01-21,cell-04,precipitation,GeoSphere,3.5529069005414633
2024-01-21,cell-05,temperature,ERA5,12.194972386286356
2024-01-21,cell-05,precipitation,ERA5,5.1795162307728715
2024-01-21,cell-05,temperature,IMGW,12.230532529521946
2024-01-21,cell-05,precipitation,IMGW,3.813179035282193
2024-01-21,cell-05,temperature,DWD,11.377746925811863
2024-01-21,cell-05,precipitation,DWD,4.718675519179297
2024-01-21,cell-05,temperature,GeoSphere,11.578821857548814
2024-01-21,cell-05,precipitation,GeoSphere,3.7340291405409074
2024-01-21,cell-06,temperature,ERA5,11.918313756831099
2024-01-21,cell-06,precipitation,ERA5,3.9477676184246566
2024-01-21,cell-06,temperature,IMGW,12.216895128450558
2024-01-21,cell-06,precipitation,IMGW,3.5752222288998414
2024-01-21,cell-06,temperature,DWD,11.27002128719681
2024-01-21,cell-06,precipitation,DWD,4.126095686705576
2024-01-21,cell-06,temperature,GeoSphere,11.909586084690474
2024-01-21,cell-06,precipitation,GeoSphere,3.3119688814926547
2024-01-21,cell-07,temperature,ERA5,12.040496770635317
2024-01-21,cell-07,precipitation,ERA5,0.14293364537159348
2024-01-21,cell-07,temperature,IMGW,11.553113756303052
2024-01-21,cell-07,precipitation,IMGW,0.44568624481270835
2024-01-21,cell-07,temperature,DWD,11.545840957489458
2024-01-21,cell-07,precipitation,DWD,0.8978861277501599
2024-01-21,cell-07,temperature,GeoSphere,11.147666142659354
2024-01-21,cell-07,precipitation,GeoSphere,0.5426231823079201
2024-01-22,cell-00,temperature,ERA5,11.360633274540099
2024-01-22,cell-00,precipitation,ERA5,2.6152818562194775
2024-01-22,cell-00,temperature,IMGW,11.349486762763101
2024-01-22,cell-00,precipitation,IMGW,4.044685778324656
2024-01-22,cell-00,temperature,DWD,10.73594145135014
2024-01-22,cell-00,precipitation,DWD,3.6100478381301886
2024-01-22,cell-00,temperature,GeoSphere,10.655049277488281
2024-01-22,cell-00,precipitation,GeoSphere,3.8542638711401067
2024-01-22,cell-01,temperature,ERA5,10.466402968050556
2024-01-22,cell-01,precipitation,ERA5,2.5819625375636677
2024-01-22,cell-01,temperature,IMGW,10.203831029052404
2024-01-22,cell-01,precipitation,IMGW,2.4410759931858985
2024-01-22,cell-01,temperature,DWD,9.891638862337661
2024-01-22,cell-01,precipitation,DWD,3.4414503980630577
2024-01-22,cell-01,temperature,GeoSphere,11.318964747333641
2024-01-22,cell-01,precipitation,GeoSphere,3.787707054159852
2024-01-22,cell-02,temperature,ERA5,10.463589470029165
2024-01-22,cell-02,precipitation,ERA5,4.780707526626142
2024-01-22,cell-02,temperature,IMGW,9.807358737187428
2024-01-22,cell-02,precipitation,IMGW,4.7261097314282505
2024-01-22,cell-02,temperature,DWD,10.088270052207145
2024-01-22,cell-02,precipitation,DWD,4.7292223479968545
2024-01-22,cell-02,temperature,GeoSphere,9.967258847077522
2024-01-22,cell-02,precipitation,GeoSphere,4.881691115769447
2024-01-22,cell-03,temperature,ERA5,10.06922041266245
2024-01-22,cell-03,precipitation,ERA5,0.8638014443930853
2024-01-22,cell-03,temperature,IMGW,11.087997816607295
2024-01-22,cell-03,precipitation,IMGW,0.14051294826931437
2024-01-22,cell-03,temperature,DWD,11.329191955029197
2024-01-22,cell-03,precipitation,DWD,0.81858843412842
2024-01-22,cell-03,temperature,GeoSphere,10.86185572603475
2024-01-22,cell-03,precipitation,GeoSphere,0.7251959741277121
2024-01-22,cell-04,temperature,ERA5,12.062412025022677
2024-01-22,cell-04,precipitation,ERA5,3.2175341738787866
2024-01-22,cell-04,temperature,IMGW,11.522941803311335
2024-01-22,cell-04,precipitation,IMGW,4.233382216394411
2024-01-22,cell-04,temperature,DWD,11.195550985045967
2024-01-22,cell-04,precipitation,DWD,4.42008410260556
2024-01-22,cell-04,temperature,GeoSphere,11.163429050255633
2024-01-22,cell-04,precipitation,GeoSphere,4.437461702670433
2024-01-22,cell-05,temperature,ERA5,10.783083720935657
2024-01-22,cell-05,precipitation,ERA5,4.879551155752775
2024-01-22,cell-05,temperature,IMGW,11.996866908069107
2024-01-22,cell-05,precipitation,IMGW,4.697087019496028
2024-01-22,cell-05,temperature,DWD,11.831251494877565
2024-01-22,cell-05,precipitation,DWD,5.776363461776634
2024-01-22,cell-05,temperature,GeoSphere,11.082994383972736
2024-01-22,cell-05,precipitation,GeoSphere,5.470694673700379
2024-01-22,cell-06,temperature,ERA5,10.484833249994841
2024-01-22,cell-06,precipitation,ERA5,4.85663246109558
2024-01-22,cell-06,temperature,IMGW,11.10701372207656
2024-01-22,cell-06,precipitation,IMGW,5.821295850415634
2024-01-22,cell-06,temperature,DWD,10.829753295670024
2024-01-22,cell-06,precipitation,DWD,5.961979920105487
2024-01-22,cell-06,temperature,GeoSphere,11.389635985997836
2024-01-22,cell-06,precipitation,GeoSphere,4.525659476445335
2024-01-22,cell-07,temperature,ERA5,11.91191547725749
